test/js/node/test/parallel/test-https-abortcontroller.js	0	0
test/js/node/test/parallel/test-https-agent-abort-controller.js	0	0
test/js/node/test/parallel/test-https-agent-additional-options.js	0	0
test/js/node/test/parallel/test-https-agent-constructor.js	0	0
test/js/node/test/parallel/test-https-agent-create-connection.js	0	0
test/js/node/test/parallel/test-https-agent-disable-session-reuse.js	0	0
test/js/node/test/parallel/test-https-agent-getname.js	0	0
test/js/node/test/parallel/test-https-agent-servername.js	0	0
test/js/node/test/parallel/test-https-agent-session-eviction.js	0	0
test/js/node/test/parallel/test-https-agent-session-injection.js	0	0
test/js/node/test/parallel/test-https-agent-session-reuse.js	0	0
test/js/node/test/parallel/test-https-agent-sni.js	0	0
test/js/node/test/parallel/test-https-agent-sockets-leak.js	0	0
test/js/node/test/parallel/test-https-agent-unref-socket.js	0	0
test/js/node/test/parallel/test-https-agent.js	0	0
test/js/node/test/parallel/test-https-argument-of-creating.js	0	0
test/js/node/test/parallel/test-https-autoselectfamily.js	0	0
test/js/node/test/parallel/test-https-byteswritten.js	0	0
test/js/node/test/parallel/test-https-client-checkServerIdentity.js	0	0
test/js/node/test/parallel/test-https-client-get-url.js	0	0
test/js/node/test/parallel/test-https-client-override-global-agent.js	0	0
test/js/node/test/parallel/test-https-client-reject.js	0	0
test/js/node/test/parallel/test-https-client-renegotiation-limit.js	0	0
test/js/node/test/parallel/test-https-client-resume.js	0	0
test/js/node/test/parallel/test-https-close.js	0	0
test/js/node/test/parallel/test-https-connect-address-family.js	0	0
test/js/node/test/parallel/test-https-connecting-to-http.js	0	0
test/js/node/test/parallel/test-https-drain.js	0	0
test/js/node/test/parallel/test-https-eof-for-eom.js	0	0
test/js/node/test/parallel/test-https-expect-continue-reuse-race.js	0	0
test/js/node/test/parallel/test-https-foafssl.js	0	0
test/js/node/test/parallel/test-https-host-headers.js	0	0
test/js/node/test/parallel/test-https-hwm.js	0	0
test/js/node/test/parallel/test-https-insecure-parse-per-stream.js	0	0
test/js/node/test/parallel/test-https-keep-alive-drop-requests.js	0	0
test/js/node/test/parallel/test-https-localaddress-bind-error.js	0	0
test/js/node/test/parallel/test-https-localaddress.js	0	0
test/js/node/test/parallel/test-https-max-header-size-per-stream.js	0	0
test/js/node/test/parallel/test-https-max-headers-count.js	0	0
test/js/node/test/parallel/test-https-options-boolean-check.js	0	0
test/js/node/test/parallel/test-https-pfx.js	0	0
test/js/node/test/parallel/test-https-proxy-request-auth-failure.mjs	0	0
test/js/node/test/parallel/test-https-proxy-request-connection-refused.mjs	0	0
